OBJECTID,OFT_1,STREET_O_N,STREET_F_N,STREET_T_N,NETWORK,BRANCH,SECTION,PAVEMENT,BASE,CONST_YR,RENOVATION,SEALCOAT_Y,SEALCOAT_C,OVERLAY_YR,PCI,PCI_BRANCH,LENGTH,COMMENTS_1,COMMENTS_2,INSPECTION,REFNO_ALL,join_X,join_Y,join_Objectid,join_Call_Taken,join_Location,join_Latitude,join_Longitude,join_Ward,join_Community,join_Neighborho,join_Tow_Zone,join_Day,join_Snow_Emerg,distance
"3081","043205840574",43RD AVE S,58TH ST E,57TH ST E,RES,"2738","2",ASPHALT7,CRUSH.CONC,"1987",,"1996","2",,,"64","433",,,2013-08-02T00:00:00.000Z,"4906",-93.208816,44.901597,"4438",2019-02-13T00:00:00.000Z,5612 45TH AVE S,44.901597,-93.208816,"12",Nokomis,Morris Park,"6","2",Westminster,0.00312818387136673
"3082","043205640554",43RD AVE S,56TH ST E,55TH ST E,RES,"2738","2",ASPHALT7,CRUSH.CONC,"1987",,"1996","2",,,"64","661",,,2013-08-02T00:00:00.000Z,"4908",-93.210065,44.904148,"4458",2019-02-13T00:00:00.000Z,5444 44TH AVE S,44.904148,-93.210065,"12",Nokomis,Morris Park,"6","2",Westminster,0.00148614437293612
"3083","046205840574",46TH AVE S,58TH ST E,57TH ST E,RES,"2738","5",ASPHALT7,CRUSH.CONC,"1987",,"1996","2",,,"64","430",,,2013-08-02T00:00:00.000Z,"5276",-93.207662,44.897562,"2488",2019-02-14T00:00:00.000Z,5819 46TH AVE S,44.897562,-93.207662,"12",Nokomis,Morris Park,"6","1",Westminster,0.00121148239022073
"3084","046205740564",46TH AVE S,57TH ST E,56TH ST E,RES,"2738","5",ASPHALT7,CRUSH.CONC,"1987",,"1996","2",,,"64","660",,,2013-08-02T00:00:00.000Z,"5277",-93.208816,44.901597,"4438",2019-02-13T00:00:00.000Z,5612 45TH AVE S,44.901597,-93.208816,"12",Nokomis,Morris Park,"6","2",Westminster,0.00117852575025876
"3085","046205640554",46TH AVE S,56TH ST E,55TH ST E,RES,"2738","5",ASPHALT7,CRUSH.CONC,"1987",,"1996","2",,,"64","661",,,2013-08-02T00:00:00.000Z,"5278",-93.208816,44.901597,"4438",2019-02-13T00:00:00.000Z,5612 45TH AVE S,44.901597,-93.208816,"12",Nokomis,Morris Park,"6","2",Westminster,0.00119191285385295
"3086","046205540544",46TH AVE S,55TH ST E,54TH ST E,RES,"2738","5",ASPHALT7,CRUSH.CONC,"1987",,"1996","2",,,"64","662",,,2013-08-02T00:00:00.000Z,"5279",-93.208949,44.90512,"4424",2019-02-13T00:00:00.000Z,5404 45TH AVE S,44.90512,-93.208949,"12",Nokomis,Morris Park,"6","2",Westminster,0.0013523905919375
"3087","046217110464",46TH AVE S,GODFREY PKWY,46TH ST E,LOCAL,46AVS,"1",PAVER-PTCH,UNKNOWN,"1929",,,,,,,"400",Pavement Exception: THE N. 1/2 OF THIS SEC. IS CONCRETE.,,1929-11-01T00:00:00.000Z,"5283",-93.210167,44.924069,"2576",2019-02-14T00:00:00.000Z,4335 44TH AVE S,44.924069,-93.210167,"12",Longfellow,Hiawatha,"6","3",Westminster,0.00500787918397083
"3088","046204440434",46TH AVE S,44TH ST E,43RD ST E,MSA,"268","1",ASPHALT9,UNKNOWN,"1971",,"2010","3",,"87",,"663",,,2011-07-05T00:00:00.000Z,"5287",-93.208949,44.926274,"4217",2019-02-13T00:00:00.000Z,4220 45TH AVE S,44.926274,-93.208949,"12",Longfellow,Hiawatha,"6","2",Westminster,0.00166670942053284
"3089","046216080404",46TH AVE S,FOLWELL DR,40TH ST E,MSA,"268","2",ASPHALT9,UNKNOWN,"1978",,"2010","3",,"78",,"285",,,2011-07-05T00:00:00.000Z,"5292",-93.207832,44.932486,"3708",2019-02-13T00:00:00.000Z,4530 39TH ST E,44.932486,-93.207832,"12",Longfellow,Howe,"6","2",Westminster,0.00181739691898138
"3090","046203840374",46TH AVE S,38TH ST E,37TH ST E,MSA,"268","3",ASPHALT7,CRUSH.CONC,"1983",,,,"2013","100",,"576",,,2013-11-01T00:00:00.000Z,"5296",-93.207832,44.932486,"3708",2019-02-13T00:00:00.000Z,4530 39TH ST E,44.932486,-93.207832,"12",Longfellow,Howe,"6","2",Westminster,0.00183257290307494
"3091","110105290519",ABBOTT AVE S,52ND ST W,51ST ST W,RES,2612S,"5",ASPHALT7,BIT.ST.SOIL,"1969",,"1998","3",,,"60","656",Sealcoat Exception: 50TH - 49TH ST WAS SEALCOATED IN 2004 ALSO.,,2013-09-19T00:00:00.000Z,"6573",-93.322566,44.910074,"4159",2019-02-13T00:00:00.000Z,5116 ABBOTT AVE S,44.910074,-93.322566,"13",Southwest,Fulton,"5","2",Westminster,9.71783144573021e-05
"3092","110105190509",ABBOTT AVE S,51ST ST W,50TH ST W,RES,2612S,"5",ASPHALT7,BIT.ST.SOIL,"1969",,"1998","3",,,"60","659",Sealcoat Exception: 50TH - 49TH ST WAS SEALCOATED IN 2004 ALSO.,,2013-09-19T00:00:00.000Z,"6574",-93.322566,44.910074,"4159",2019-02-13T00:00:00.000Z,5116 ABBOTT AVE S,44.910074,-93.322566,"13",Southwest,Fulton,"5","2",Westminster,0.000604491239163276
"3093","110104690459",ABBOTT AVE S,46TH ST W,45TH ST W,RES,"2964","5",ASPHALT7,BIT.ST.SOIL,"1969","2003","2004","1",,,"87","660",,,2011-08-23T00:00:00.000Z,"6578",-93.324441,44.921674,"4068",2019-02-13T00:00:00.000Z,3504 45TH ST W,44.921674,-93.324441,"13",Southwest,Linden Hills,"5","2",Westminster,0.00172163369129944
"3094","110104390429",ABBOTT AVE S,43RD ST W,42ND ST W,RES,"2599","17",ASPHALT7,BIT.ST.SOIL,"1968",,,,"2012",,"100","656",,,2012-11-01T00:00:00.000Z,"6581",-93.320256,44.924401,"4362",2019-02-13T00:00:00.000Z,4318 YORK AVE S,44.924401,-93.320256,"13",Southwest,Linden Hills,"5","2",Westminster,0.00254130096302103
"3095","110104090399",ABBOTT AVE S,40TH ST W,39TH ST W,RES,"2599","5",ASPHALT7,CEM.ST.SOIL,"1968",,,,"2012",,"100","657",,,2012-11-01T00:00:00.000Z,"6584",-93.325199,44.928244,"4373",2019-02-13T00:00:00.000Z,4112 BEARD AVE S,44.928244,-93.325199,"13",Southwest,Linden Hills,"5","2",Westminster,0.00341116386419617
"3096","110103890369",ABBOTT AVE S,38TH ST W,36TH ST W,RES,"2599","5",ASPHALT7,CEM.ST.SOIL,"1968",,,,"2012",,"100","1289",,,2012-11-01T00:00:00.000Z,"6586",-93.326472,44.931841,"4401",2019-02-13T00:00:00.000Z,3924 DREW AVE S,44.931841,-93.326472,"13",Southwest,Linden Hills,"5","2",Westminster,0.00446469526348706
"3097","110229202925",ADAMS ST NE,SPRING ST NE,SUMMER ST NE,RES,"2620","1",ASPHALT7,CLASS 2,"1969",,"1990","3",,,"68","660",,,2012-05-11T00:00:00.000Z,"6588",-93.255946,44.996892,"1224",2019-02-13T00:00:00.000Z,646 SUMMER ST NE,44.996892,-93.255946,"3",Northeast,St. Anthony East,"2","2",Westminster,0.000307251422714538
"3098","010713180144",10TH ST S,CENTENNIAL PL,14TH ST E,MSA,"223","8",ASPHALT9,CRUSH.CONC,"2000",,"2013","2",,"88",,"271",,,2010-08-19T00:00:00.000Z,"1109",-93.264785,44.969423,"1599",2019-02-13T00:00:00.000Z,1010 PARK AVENUE FRT. RD.,44.969423,-93.264785,"7",Central,Elliot Park,"3","2",Westminster,0.000946644227282005
"3099","110314252511",ALDRICH AVE N,DUNWOODY BLVD,ONTARIO AVE,LOCAL,ALDRN,"1",ASPH/CONC,UNKNOWN,"1931",,,,,"46",,"377",,,2010-10-20T00:00:00.000Z,"6595",-93.290027,44.967721,"4416",2019-02-13T00:00:00.000Z,22 GROVELAND TER,44.967721,-93.290027,"7",Calhoun Isle,Lowry Hill,"3","2",Westminster,0.00432560263236533
"3100","132605740574",CHICAGO AVE,57TH ST E,57TH ST E,MSA,"165","1",ASPH/CONC,UNKNOWN,"1958",,,,"2011","100",,"345",,,2011-11-01T00:00:00.000Z,"7239",-93.261577,44.89644,"1094",2019-02-13T00:00:00.000Z,5836 ELLIOT AVE S,44.89644,-93.261577,"11",Nokomis,Diamond Lake,"6","2",Westminster,0.0026350798478436
"3101","057401320142",57TH ST E,13TH AVE S,14TH AVE S,RES,"2687","13",ASPHALT7,CRUSH.CONC,"1978",,,,"2014",,"100","330",,,2014-11-01T00:00:00.000Z,"6270",-93.253928,44.90113,"1556",2019-02-13T00:00:00.000Z,5610 15TH AVE S,44.90113,-93.253928,"11",Nokomis,Diamond Lake,"6","2",Westminster,0.00185523610632457
"3102","057401420152",57TH ST E,14TH AVE S,15TH AVE S,RES,"2687","13",ASPHALT7,CRUSH.CONC,"1978",,,,"2014",,"100","330",,,2014-11-01T00:00:00.000Z,"6271",-93.253928,44.90113,"1556",2019-02-13T00:00:00.000Z,5610 15TH AVE S,44.90113,-93.253928,"11",Nokomis,Diamond Lake,"6","2",Westminster,0.00136105134157389
"3103","140333282920",DELANO ST NE,WINTER ST NE,SPRING ST NE,MSA,"460","1",CONCRETE9,CLASS 5,"1969",,,,,"72",,"650",,,2010-09-30T00:00:00.000Z,"7569",-93.216397,44.99105,"1290",2019-02-13T00:00:00.000Z,1094 26TH AVE SE,44.99105,-93.216397,"1",University,Como,"4","2",Westminster,0.00235889059891083
"3104","057401521214",57TH ST E,15TH AVE S,BLOOMINGTON AVE,RES,"2687","13",ASPHALT7,CRUSH.CONC,"1978",,,,"2014",,"100","330",,,2014-11-01T00:00:00.000Z,"6272",-93.253928,44.90113,"1556",2019-02-13T00:00:00.000Z,5610 15TH AVE S,44.90113,-93.253928,"11",Nokomis,Diamond Lake,"6","2",Westminster,0.0013611008791596
"3105","057412140162",57TH ST E,BLOOMINGTON AVE,16TH AVE S,RES,"2687","13",ASPHALT7,CRUSH.CONC,"1978",,,,"2014",,"100","329",,,2014-11-01T00:00:00.000Z,"6273",-93.253928,44.90113,"1556",2019-02-13T00:00:00.000Z,5610 15TH AVE S,44.90113,-93.253928,"11",Nokomis,Diamond Lake,"6","2",Westminster,0.00187524019970284
"3106","057424102408",57TH ST E,NOKOMIS LN,NOKOMIS CIR,RES,"2687","13",ASPHALT7,CRUSH.CONC,"1978",,,,"2014",,"100","633",,,2014-11-01T00:00:00.000Z,"6275",-93.249894,44.897929,"4111",2019-02-13T00:00:00.000Z,1630 58TH ST E,44.897929,-93.249894,"11",Nokomis,Diamond Lake,"6","2",Westminster,0.00196764569038653
"3107","057449502223",57TH ST E,DEAD END,LONGFELLOW AVE,LOCAL,57STE,"1",ASPHALT,CRUSH.CONC,"1985",,"1986","1",,"50",,"166",,,2011-11-08T00:00:00.000Z,"6277",-93.249894,44.897929,"4111",2019-02-13T00:00:00.000Z,1630 58TH ST E,44.897929,-93.249894,"11",Nokomis,Diamond Lake,"6","2",Westminster,0.00344008166573363
"3108","057402020212",57TH ST E,20TH AVE S,21ST AVE S,MSA,"270","1",ASPHALT,BIT.ST.SOIL,"1967",,"2006","2",,"73",,"330",,,2013-10-25T00:00:00.000Z,"6280",-93.239998,44.899027,"3757",2019-02-13T00:00:00.000Z,5504 STANDISH AVE S,44.899027,-93.239998,"11",Nokomis,Wenonah,"6","2",Westminster,0.00255211487489567
"3109","039400220032",39TH ST E,2ND AVE S,3RD AVE S,RES,"2631","18",ASPHALT7m,CLASS 3,"1971",,"2009","4",,,"70","337",,,2013-07-15T00:00:00.000Z,"4401",-93.272894,44.932358,"1628",2019-02-13T00:00:00.000Z,228 39TH ST E,44.932358,-93.272894,"8",Powderhorn,Bryant,"5","2",Westminster,2.80318919937478e-05
"3110","039400321334",39TH ST E,3RD AVE S,CLINTON AVE,RES,"2631","18",ASPHALT7m,CLASS 3,"1971",,"2009","4",,,"70","337",,,2013-07-15T00:00:00.000Z,"4402",-93.272622,44.932378,"1645",2019-02-13T00:00:00.000Z,302 39TH ST E,44.932378,-93.272622,"8",Powderhorn,Bryant,"5","2",Westminster,4.65740083895186e-05
"3111","039413261508",39TH ST E,CHICAGO AVE,ELLIOT AVE,RES,"2689","8",ASPHALT7,CRUSH.CONC,"1978",,"1999","3",,,"76","325",,,2012-10-04T00:00:00.000Z,"4410",-93.263993,44.932387,"2938",2019-02-13T00:00:00.000Z,722 39TH ST E,44.932387,-93.263993,"8",Powderhorn,Bryant,"5","2",Westminster,0.00150218837438335
"3112","039401020112",39TH ST E,10TH AVE S,11TH AVE S,RES,"2689","8",ASPHALT7,CRUSH.CONC,"1978",,"1999","3",,,"76","327",,,2012-10-04T00:00:00.000Z,"4412",-93.25873,44.934457,"1369",2019-02-13T00:00:00.000Z,3816 11TH AVE S,44.934457,-93.25873,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,0.00211476505756417
"3113","039401220132",39TH ST E,12TH AVE S,13TH AVE S,RES,"2689","8",ASPHALT7,CRUSH.CONC,"1978",,"1999","3",,,"76","328",,,2012-10-04T00:00:00.000Z,"4414",-93.256194,44.933013,"1257",2019-02-13T00:00:00.000Z,3832 13TH AVE S,44.933013,-93.256194,"8",Powderhorn,Bancroft,"6","2",Westminster,0.000679863299913598
"3114","042415080102",42ND ST E,ELLIOT AVE,10TH AVE S,MSA,"260","4",ASPH/CONC,S.GRAN.MAT.,"1964","1998","2008","2",,"83",,"326",,,2011-11-08T00:00:00.000Z,"4806",-93.26125,44.928243,"1647",2019-02-13T00:00:00.000Z,4114 ELLIOT AVE,44.928243,-93.26125,"8",Powderhorn,Bancroft,"6","2",Westminster,0.00130644037153685
"3115","042401220132",42ND ST E,12TH AVE S,13TH AVE S,MSA,"260","4",ASPH/CONC,S.GRAN.MAT.,"1964","1998","2008","2",,"83",,"328",,,2011-11-08T00:00:00.000Z,"4809",-93.254132,44.927684,"944",2019-02-13T00:00:00.000Z,4128 15TH AVE S,44.927684,-93.254132,"8",Powderhorn,Bancroft,"6","2",Westminster,0.00219949472481298
"3116","042401420152",42ND ST E,14TH AVE S,15TH AVE S,MSA,"260","5",ASPH/CONC,UNKNOWN,"1964",,"2008","3",,"67",,"329",,,2011-11-09T00:00:00.000Z,"4811",-93.254132,44.927684,"944",2019-02-13T00:00:00.000Z,4128 15TH AVE S,44.927684,-93.254132,"8",Powderhorn,Bancroft,"6","2",Westminster,0.000746522783260846
"3117","046203540344",46TH AVE S,35TH ST E,34TH ST E,MSA,"268","3",ASPHALT7,CRUSH.CONC,"1983",,,,"2013","100",,"659",,,2013-11-01T00:00:00.000Z,"5300",-93.210046,44.941804,"4269",2019-02-13T00:00:00.000Z,3340 44TH AVE S,44.941804,-93.210046,"2",Longfellow,Cooper,"6","2",Westminster,0.00243889612979923
"3118","046203340324",46TH AVE S,33RD ST E,32ND ST E,MSA,"268","4",ASPHALT7,CRUSH.CONC,"1982",,,,"2013","100",,"641",,,2013-11-01T00:00:00.000Z,"5302",-93.208751,44.944539,"4191",2019-02-13T00:00:00.000Z,3216 45TH AVE S,44.944539,-93.208751,"2",Longfellow,Cooper,"6","2",Westminster,0.00112689621023679
"3119","050401720182",50TH ST E,17TH AVE S,18TH AVE S,RES,"2634",15B,ASPHALT7m,S.GRAN.MAT.,"1973",,,,"2011",,"88","331",,,2014-08-14T00:00:00.000Z,"5676",-93.251186,44.910472,"2866",2019-02-13T00:00:00.000Z,5104 16TH AVE S,44.910472,-93.251186,"11",Nokomis,Hale,"6","2",Westminster,0.00238877529072647
"3120","050402820292",50TH ST E,28TH AVE S,29TH AVE S,MSA,"320","1",ASPHALT9,CLASS 5,"2007",,"2008","1",,"100",,"331",,,2007-11-01T00:00:00.000Z,"5682",-93.232172,44.912415,"706",2019-02-12T00:00:00.000Z,5006 28TH AVE S,44.912415,-93.232172,"12",Nokomis,Keewaydin,"6","1",Westminster,0.00017360756771762
"3121","050402920302",50TH ST E,29TH AVE S,30TH AVE S,MSA,"320","1",ASPHALT9,CLASS 5,"2007",,"2008","1",,"100",,"330",,,2007-11-01T00:00:00.000Z,"5683",-93.23098,44.91238,"3208",2019-02-13T00:00:00.000Z,5000 29TH AVE S,44.91238,-93.23098,"12",Nokomis,Keewaydin,"6","2",Westminster,0.000210718627697463
"3122","050403022407",50TH ST E,30TH AVE S,NOKOMIS AVE S,MSA,"320","1",ASPHALT9,CLASS 5,"2007",,"2008","1",,"100",,"329",,,2007-11-01T00:00:00.000Z,"5684",-93.23098,44.91238,"3208",2019-02-13T00:00:00.000Z,5000 29TH AVE S,44.91238,-93.23098,"12",Nokomis,Keewaydin,"6","2",Westminster,0.00131500438535955
"3123","050403120322",50TH ST E,31ST AVE S,32ND AVE S,MSA,"320","1",ASPHALT9,CLASS 5,"2007",,"2008","1",,"100",,"372",,,2007-11-01T00:00:00.000Z,"5686",-93.222997,44.911363,"733",2019-02-12T00:00:00.000Z,5025 34TH AVE S,44.911363,-93.222997,"12",Nokomis,Keewaydin,"6","1",Westminster,0.00297875282216798
"3124","050403420352",50TH ST E,34TH AVE S,35TH AVE S,MSA,"320","1",ASPHALT9,CLASS 5,"2007",,"2008","1",,"100",,"331",,,2007-11-01T00:00:00.000Z,"5689",-93.221959,44.912611,"766",2019-02-12T00:00:00.000Z,3423 50TH ST E,44.912611,-93.221959,"12",Nokomis,Minnehaha,"6","1",Westminster,9.33615729110419e-08
"3125","050403720382",50TH ST E,37TH AVE S,38TH AVE S,MSA,"320","1",ASPHALT9,CLASS 5,"2007",,"2008","1",,"100",,"334",,,2007-11-01T00:00:00.000Z,"5692",-93.221959,44.912611,"766",2019-02-12T00:00:00.000Z,3423 50TH ST E,44.912611,-93.221959,"12",Nokomis,Minnehaha,"6","1",Westminster,0.0029425819767625
"3126",12211909BDRY,BROADWAY ST NE,INDUSTRIAL BLVD,CITY BOUNDARY,LOCAL,BROAD,"1",ASPH/CONC,UNKNOWN,"1965",,,,"2011","100",,"998",,,2011-11-01T00:00:00.000Z,"6915",-93.215211,44.991109,"1272",2019-02-13T00:00:00.000Z,1104 27TH AVE SE,44.991109,-93.215211,"1",University,Como,"4","2",Westminster,0.0101857106967892
"3127","009200971508",9TH AVE S,9TH ST S,ELLIOT AVE,LOCAL,09AVS,"1",ASPHALT9,S.GRAN.MAT.,"1983",,"2006","2",,"65",,"161",,,2010-09-27T00:00:00.000Z,"984",-93.260186,44.969174,"3170",2019-02-13T00:00:00.000Z,1406 10TH AVE S,44.969174,-93.260186,"6",Central,Elliot Park,"3","2",Westminster,0.00147576309926843
"3128","122202703007",WEST BROADWAY,27TH AVE N,THOMAS AVE N,CSAH,"081","1",ASPHALT9,CLASS 5,"2005",,,,,,,"71",,,,"12160",-93.31563,45.009187,"983",2019-02-13T00:00:00.000Z,2908 29TH AVE N,45.009187,-93.31563,"4",Near North,Willard - Hay,"1","2",Westminster,0.00254910834254751
"3129","122221052002",WEST BROADWAY,KNOX AVE N,JAMES AVE N,CSAH,"081","2",ASPHALT9,CLASS 5,"2004",,,,,,,"331",,,,"12172",-93.301869,45.000344,"2277",2019-02-14T00:00:00.000Z,2017 JAMES AVE N,45.000344,-93.301869,"5",Near North,Jordan,"1","3",Westminster,0.000858623294405545
"3130","122220022002",WEST BROADWAY,JAMES AVE N,JAMES AVE N,CSAH,"081","2",ASPHALT9,CLASS 5,"2004",,,,,,,"73",,,,"12173",-93.299959,45.000322,"4449",2019-02-13T00:00:00.000Z,1522 HILLSIDE AVE N,45.000322,-93.299959,"5",Near North,Jordan,"1","2",Westminster,0.000854447164273938
"3131","057429220232",57TH ST E,STANDISH AVE,23RD AVE S,MSA,"270","1",ASPHALT,BIT.ST.SOIL,"1967",,"2006","2",,"73",,"324",,,2013-10-25T00:00:00.000Z,"6283",-93.239998,44.899027,"3757",2019-02-13T00:00:00.000Z,5504 STANDISH AVE S,44.899027,-93.239998,"11",Nokomis,Wenonah,"6","2",Westminster,0.000801478883498921
"3132","057402520262",57TH ST E,25TH AVE S,26TH AVE S,MSA,"270","1",ASPHALT,BIT.ST.SOIL,"1967",,"2006","2",,"73",,"330",,,2013-10-25T00:00:00.000Z,"6286",-93.233912,44.899724,"393",02/13/2019 05:35pm,"5700 27th ave s,Minneapolis,MN",44.899724,-93.233912,"11",Nokomis,Wenonah,"6","2",Westminster,0.00101283081635265
"3133","057402720282",57TH ST E,27TH AVE S,28TH AVE S,MSA,"270","1",ASPHALT,BIT.ST.SOIL,"1967",,"2006","2",,"73",,"331",,,2013-10-25T00:00:00.000Z,"6288",-93.233657,44.899667,"3613",2019-02-13T00:00:00.000Z,5700 27TH AVE S,44.899667,-93.233657,"11",Nokomis,Wenonah,"6","2",Westminster,0.000210051609191937
"3134","057403820392",57TH ST E,38TH AVE S,39TH AVE S,RES,"2785","11",ASPHALT7,CRUSH.CONC,"1992",,"1993","1",,,"77","331",,,2013-10-01T00:00:00.000Z,"6293",-93.220236,44.901527,"3999",2019-02-13T00:00:00.000Z,5604 36TH AVE S,44.901527,-93.220236,"12",Nokomis,Morris Park,"6","2",Westminster,0.00285880737348255
"3135","110403192204",ALDRICH AVE S,31ST ST W,LAKE ST W,RES,"2768","4",ASPHALT7,CRUSH.CONC,"1992",,"2009","2",,,"89","641",,,2012-11-19T00:00:00.000Z,"6671",-93.289399,44.947668,"3107",2019-02-13T00:00:00.000Z,3020 ALDRICH AVE S,44.947668,-93.289399,"10",Calhoun Isle,CARAG,"5","2",Westminster,2.05335713701722e-05
"3136","110402790269",ALDRICH AVE S,27TH ST W,26TH ST W,RES,"2754","10",ASPHALT7,CRUSH.CONC,"1984",,,,"2014",,"100","656",,,2014-11-01T00:00:00.000Z,"6675",-93.289326,44.954219,"2545",2019-02-14T00:00:00.000Z,2645 ALDRICH AVE S,44.954219,-93.289326,"10",Calhoun Isle,Lowry Hill East,"3","3",Westminster,1.46013033638566e-06
"3137","110402590249",ALDRICH AVE S,25TH ST W,24TH ST W,RES,"2773","3",ASPHALT7,CRUSH.CONC,"1996",,"1997","1",,,"73","654",Pavement Exception: CURVED PVMT BY I-94 WAS RECONST IN 2005 W/ TRAIL BRG PROJ. #SP-090-14,,2013-10-03T00:00:00.000Z,"6677",-93.289293,44.958799,"4065",2019-02-13T00:00:00.000Z,2412 ALDRICH AVE S,44.958799,-93.289293,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,2.6915854315777e-06
"3138","110402291613",ALDRICH AVE S,22ND ST W,FRANKLIN AVE W,RES,"2773","3",ASPHALT7,CRUSH.CONC,"1996",,"1997","1",,,"73","651",Pavement Exception: CURVED PVMT BY I-94 WAS RECONST IN 2005 W/ TRAIL BRG PROJ. #SP-090-14,,2013-10-03T00:00:00.000Z,"6679",-93.289256,44.961065,"2386",2019-02-14T00:00:00.000Z,2119 ALDRICH AVE S,44.961065,-93.289256,"10",Calhoun Isle,Lowry Hill East,"3","3",Westminster,2.02943884487301e-05
"3139","042401620172",42ND ST E,16TH AVE S,17TH AVE S,MSA,"260","5",ASPH/CONC,UNKNOWN,"1964",,"2008","3",,"67",,"326",,,2011-11-09T00:00:00.000Z,"4814",-93.251173,44.929247,"1574",2019-02-13T00:00:00.000Z,4040 16TH AVE S,44.929247,-93.251173,"8",Powderhorn,Bancroft,"6","2",Westminster,0.00231030892229921
"3140","042422230192",42ND ST E,LONGFELLOW AVE,19TH AVE S,CSAH,"042","1",ASPH/CONC,UNKNOWN,"1962",,,,"2011",,,"327",,,,"4818",-93.244798,44.927066,"4736",2019-02-14T00:00:00.000Z,4155 19TH AVE S,44.927066,-93.244798,"12",Powderhorn,Standish,"6","3",Westminster,0.000138505559845679
"3141","042402120222",42ND ST E,21ST AVE S,22ND AVE S,CSAH,"042","1",ASPH/CONC,UNKNOWN,"1962",,,,"2011",,,"328",,,,"4821",-93.242203,44.927595,"1914",2019-02-14T00:00:00.000Z,4133 21ST AVE S,44.927595,-93.242203,"12",Powderhorn,Standish,"6","3",Westminster,0.000673704750965493
"3142","042402320242",42ND ST E,23RD AVE S,24TH AVE S,CSAH,"042","1",ASPH/CONC,UNKNOWN,"1962",,,,"2011",,,"327",,,,"4824",-93.23708,44.928078,"2095",2019-02-14T00:00:00.000Z,4115 24TH AVE S,44.928078,-93.23708,"12",Powderhorn,Standish,"6","3",Westminster,0.0011770685703351
"3143","042402420252",42ND ST E,24TH AVE S,25TH AVE S,CSAH,"042","1",ASPH/CONC,UNKNOWN,"1962",,,,"2011",,,"329",,,,"4825",-93.23708,44.928078,"2095",2019-02-14T00:00:00.000Z,4115 24TH AVE S,44.928078,-93.23708,"12",Powderhorn,Standish,"6","3",Westminster,0.00117018631652085
"3144","042402520262",42ND ST E,25TH AVE S,26TH AVE S,CSAH,"042","1",ASPH/CONC,UNKNOWN,"1962",,,,"2011",,,"330",,,,"4826",-93.23468,44.925774,"1068",2019-02-13T00:00:00.000Z,4238 26TH AVE S,44.925774,-93.23468,"12",Powderhorn,Standish,"6","2",Westminster,0.00112701554956284
"3145","042402620272",42ND ST E,26TH AVE S,27TH AVE S,CSAH,"042","1",ASPH/CONC,UNKNOWN,"1962",,,,"2011",,,"332",,,,"4827",-93.23468,44.925774,"1068",2019-02-13T00:00:00.000Z,4238 26TH AVE S,44.925774,-93.23468,"12",Powderhorn,Standish,"6","2",Westminster,0.00112706632718024
"3146","042402820292",42ND ST E,28TH AVE S,29TH AVE S,CSAH,"042","1",ASPH/CONC,UNKNOWN,"1962",,,,"2011",,,"330",,,,"4829",-93.232184,44.928081,"690",2019-02-12T00:00:00.000Z,4120 28TH AVE S,44.928081,-93.232184,"12",Powderhorn,Standish,"6","1",Westminster,0.00118852860437619
"3147","050403920402",50TH ST E,39TH AVE S,40TH AVE S,MSA,"320","1",ASPHALT9,CLASS 5,"2007",,"2008","1",,"100",,"331",,,2007-11-01T00:00:00.000Z,"5694",-93.211531,44.912624,"761",2019-02-12T00:00:00.000Z,4301 50TH ST E,44.912624,-93.211531,"12",Nokomis,Minnehaha,"6","1",Westminster,0.00363860993626251
"3148","050404220432",50TH ST E,42ND AVE S,43RD AVE S,MSA,"320","1",ASPHALT9,CLASS 5,"2007",,"2008","1",,"100",,"331",,,2007-11-01T00:00:00.000Z,"5697",-93.211531,44.912624,"761",2019-02-12T00:00:00.000Z,4301 50TH ST E,44.912624,-93.211531,"12",Nokomis,Minnehaha,"6","1",Westminster,1.10150681942564e-05
"3149","050915211416",50TH ST W,EWING AVE S,DREW AVE S,CSAH,"021","1",ASPH/CONC,UNKNOWN,"1958",,,,"2010",,,"330",,,,"5702",-93.326492,44.91219,"4430",2019-02-13T00:00:00.000Z,5004 DREW AVE S,44.91219,-93.326492,"13",Southwest,Fulton,"5","2",Westminster,0.000318843856013448
"3150","130823470474",CEDAR AVE S,MINNEHAHA PKWY SERVICE RD,47TH ST E,CSAH,"152","4",ASPHALT9,S.GRAN.MAT.,"1984",,,"0","2003",,,"597",,,,"7097",-93.249635,44.916792,"2850",2019-02-13T00:00:00.000Z,4752 17TH AVE S,44.916792,-93.249635,"11",Nokomis,Northrop,"6","2",Westminster,0.00232642501092831
"3151","130804740464",CEDAR AVE S,47TH ST E,46TH ST E,CSAH,"152",4A,ASPH/CONC,UNKNOWN,"1953",,,,"2012",,,"662",,,,"7098",-93.246346,44.92019,"895",2019-02-13T00:00:00.000Z,4548 LONGFELLOW AVE S,44.92019,-93.246346,"12",Nokomis,Ericsson,"6","2",Westminster,0.00107225119762452
"3152","130804540444",CEDAR AVE S,45TH ST E,44TH ST E,CSAH,"152",4A,ASPH/CONC,UNKNOWN,"1953",,,,"2012",,,"659",,,,"7100",-93.246449,44.923205,"909",2019-02-13T00:00:00.000Z,4406 LONGFELLOW AVE S,44.923205,-93.246449,"12",Nokomis,Ericsson,"6","2",Westminster,0.000867776045461069
